3.4 Aquatic Ecosystems ,,,,,,,Workshop participants:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),,,,,,,,,,,,"ix) Regulation - Water (e.g., water use planning by Dept Water)",Gnangara Mound water allocation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water abstraction (specify user):,water supply for Perth,Water abstraction (specify user):,water supply for Perth,,,,,,,,,xviii) Other,DPaW input to land use planning processes,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altered drainage (specify user):,drains,Altered drainage (specify user):,drains,,,,,,,,,x) Regulation - Native vegetation clearing (DEC/DMP),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban development ,urban development in catchment,Urban development ,urban development in catchment,,,,,,,,,xi) Regulation - DEC input into EIA assessment,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS predators (specify):,"foxes, cats (impacts on wetland fauna)",IAS predators (specify):,"foxes, cats (impacts on wetland fauna)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS herbivores (specify):,rabbits,IAS herbivores (specify):,rabbits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire seasonality ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate change (long-term reduced rainfall),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bennett Brook (from headwaters in Whiteman Park to Swan River) spring/swamp (including Grogans Swamp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urban development ,clearing,Urban development ,clearing,,BS vi) Small-scale survey of local endemics ,"fauna (rakali, quenda, aquatic invertebrates)",iv) Monitoring and evaluation and reporting plan ,ix) Other management plan,whole of catchment management plan (with catchment management group),i) Fire management for biodiversity,fire need to be excluded from swamp,iv) Habitat/species management through informal mechanisms,"liaison with Whiteman Park, NRM, LGAs, DoF and catchment management groups",i) Additional awareness raising and education (specify);,facilitate catchment management group awareness raising activities,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),"arum lily, gladiolis, willow",IAS plants (weeds),"arum lily, gladiolis, willow",,,,,,,,,"ix) Regulation - Water (e.g., water use planning by Dept Water)",Gnangara Mound water allocation,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS predators (specify):,"foxes, cats",IAS predators (specify):,"foxes, cats",,,,,,,,,xviii) Other,DPaW input to land use planning processes,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS omnivores (specify):,rats,IAS omnivores (specify):,rats,,,,,,,,,x) Regulation - Native vegetation clearing (DEC/DMP),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water abstraction (specify user):,water supply for Perth,Water abstraction (specify user):,water supply for Perth,,,,,,,,,xi) Regulation - DEC input into EIA assessment,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mining ,BRM,Mining ,BRM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altered drainage (specify user):,dam construction,Altered drainage (specify user):,dam construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire intensity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire seasonality ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate change (long-term reduced rainfall),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,,,"Gnangara Rd Bushland wetlands (Bush Forever, outside Bennett Brook catchment)",,,,,,,,,,,,,,,"Porous - Sand, Porous - Mineral (soil)",Waterlogged,Forested,Fresh (<1000 mg/L),Both Ground & Surface water (switching temporal dominance),damplands,,,,,,,Fair ,Good ,Quantitative analysis of data published or publically available following peer review,Decreasing,Quantitative analysis of data published or publically available but not peer reviewed,,Water abstraction (specify user):,majority of decline due to drawdown of water supply for Perth,Water abstraction (specify user):,majority of decline due to drawdown of water supply for Perth,,,,iv) Monitoring and evaluation and reporting plan ,xi) Other,support implementation of Bush Forever recommendations,,,iv) Habitat/species management through informal mechanisms,"liaison with LGAs, utilities and other land managers",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Surface water,Palustrine,,,,,,,,,,,,,,,,,,,,,,,,,,Climate change (long-term reduced rainfall),some decline due to drying climate,Climate change (long-term reduced rainfall),some decline due to drying climate,,,,,,,,,i) Habitat protection through formal reservation,progress reservation of Bush Forever sites where appropriate,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iii) Habitat/species management through formal mechanisms,provision of advice for management of Bush Forever sites,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,,Serpentine River & Lake Amarillo and Adjacent Bushland Karnup Bush Forever Site 934,,"115.815871453, -32.4292474374","Bush Forever Site 934 , UFI 6420, 6425, 6550, 6553, 6556, 6558, 6559, 6560, 6561, 6563, 6567, 6569, 6570, 6573, 6574, 6576, 6580, 6582, 6630, 6632, 6635, 6752, 6753, 14644, 14649, 14651, 15239, 15241, 15581, 15612, 15861","floodplain, river, sumpland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,potential nationally significant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,,,"Paganoni Swamp, Bush Forever Site 395",sumpland and dampland,"115.779158357, -32.4541512795","Bush Forever Site 395, UFI 6418, 6430, 13887",,,Surface water,Palustrine,,,,,,,,Porous - Peat (organic),Seasonally inundated,Forested,Fresh (<1000 mg/L),Ground water,,,,,,,,Excellent ,Excellent ,Expert opinion,Static,Expert opinion,,Urban development ,isolation of wetland,copy as for past pressures,,add EPP info; register of national estate,Hydr ii) Update existing hydrological model to better forecast effect on biodiversity under different water use allocations,impacts of development on hydrology and water quality,v) Compile & synthesise existing data (including EIA reports),viii) Reserve area plan (DEC tenure only),Regional park,i) Fire management for biodiversity,,i) Habitat protection through formal reservation,proposed addition to conservation estate,i) Additional awareness raising and education (specify);,"residents of surrounding neighbourhoods of importance of values (re: impacts of pets, visitation, fire)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roads & rail,"freeway and surrounding road construction, railway line construction",Climate change (long-term reduced rainfall),,add to potentially nationally significant wetlands section,BS vi) Small-scale survey of local endemics ,wetland invertebrates,,,,ii) Invasive alien species (plants),weed control,iii) Habitat/species management through formal mechanisms,recognition of importance at national level,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities,power lines,Fire scale,"urban fire management, surrounding land holders",,PD i) Current population size,"importance of wetlands to fauna (ecological studies), eg. phascogales.",,,,iii) Invasive alien species (animal predators) ,,iv) Habitat/species management through informal mechanisms,support community management of reserve & research activities (eg. universities),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recreational activities,"visitor impacts, vehicle access",Urban development ,large expansion of housing areas,,MA iv) Mitigating threatening processes – species,retention of fauna populations in fragmented habitats,,,,iv) Invasive alien species (animal herbivores) ,,iii) Habitat/species management through formal mechanisms,value recognised on Register of National Estate,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS herbivores (specify):,deer,IAS plants (weeds),additional weed introductions,,MA iii) Mitigating threatening processes – communities/assemblages,understanding of how to protect wetlands from fire,,,,v) Pathogen control or eradication ,Pc dieback,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS predators (specify):,"foxes, cats",Altered drainage (specify user):,storm water drainage ,,BS vi) Small-scale survey of local endemics ,flora survey of wetland vegetation,,,,vi) Habitat restoration,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),"Geraldton carnation weed, perennial veldt grass, dune onion weed, cape tulip",Recreational activities,increase in visitor impacts,,,,,,,x) Surface water control,storm water management,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS predators (specify):,increased impacts from cats & dogs (local residents),,,,,,,xii) Control access,visitor management,,,,,,,,,,,,,,,,,,,,,,,
SWA02,,,Paganoni dampland and Zed Swamp,,,,,,Surface water,Palustrine,,,,,,,,Non-porous - Rock,Seasonally inundated,Shrub,Fresh (<1000 mg/L),Surface water,"ironstone impeding layer, seasonally inundated shrublands",,,,,,,copy as above,,,,,,copy as above,,copy as above,,,copy as above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pc Dieback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,,,"Greater Brixton St Wetlands, Kenwick Bush Forever Site 387 (adjacent to Brixton St Swamps DIWA)",palusplain and sumpland,"115.994749138, -32.0100707676","Bush Forever Site 387, UFI 8025, 8028, 15816",,,Surface water,Palustrine,TEC/PEC (WA),,,,,,,Porous - Mineral (soil),Seasonally inundated,"Shrub, Sedge, Grass or Forb, Forested",Fresh (<1000 mg/L),Localised rainfall,claypan,,,,,,,Excellent ,Good ,Quantitative analysis of data published or publically available following peer review,Decreasing,Quantitative analysis of data published or publically available following peer review,,Climate change (long-term reduced rainfall),,as for past pressures ,,,Hydr i) Develop hydrological model to forecast effect on biodiversity under different water use allocations,,iv) Monitoring and evaluation and reporting plan ,iv) Wetland management plan,,i) Fire management for biodiversity,,i) Habitat protection through formal reservation,some parcels of land are proposed for reservation,i) Additional awareness raising and education (specify);,"recognition of values, avoidance of impacts",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS herbivores (specify):,rabbits,Industrial development,,,MA iii) Mitigating threatening processes – communities/assemblages,management of rabbits in urban environments,,,,iv) Invasive alien species (animal herbivores) ,,xiii) Institutional reform,zoning and planning instruments (re: industrial development),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),,Altered drainage (specify user):,dependant on surface water flow from surrounding areas,,MA v) Improving management (effectiveness of conservation actions),techniques for restoration ,,,,vi) Habitat restoration,fencing,iii) Habitat/species management through formal mechanisms,"engagement with community group, local government and research institutions",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x) Surface water control,modify and manage drainage,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xii) Control access,"visitor usage, vehicle access",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,,,"Serpentine River; Peel Estate to Serpentine Bush Forever Site 371 (river channel) & Lowlands Bushland - Eastern Block Peel Estate, Bush Forever Site 368 ",,"115.951578691, -32.341219136; 115.896715479, -32.3349863244","Bush Forever Site 368 , UFI 14848, 15003, 15004, UFI 14781, 7296",,"Palusplain, dampland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,river channel Serpentine river outside BF368,,,,,,Surface water,,,,,,,,,,,,,,,,,,,,,Good ,Good ,Quantitative analysis of data published or publically available but not peer reviewed,Decreasing,Expert opinion,,Livestock farming,"Sepentine Dam, Perth Water supply reduces summer flow",as for past pressures,,,Hydr ii) Update existing hydrological model to better forecast effect on biodiversity under different water use allocations,,"iv) Monitoring and evaluation and reporting plan , iv) Monitoring and evaluation and reporting plan - Water quality, important fauna (water rats)",viii) Reserve area plan (DEC tenure only),,i) Fire management for biodiversity,"area is long unburnt, management plan required",iv) Habitat/species management through informal mechanisms,"catchment management, liaison with surrounding landholders",i) Additional awareness raising and education (specify);,"important site, recognised for biodiversity values, surrounded by private landholders",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (agriculture),,Urban development ,,,Au iv) Auto-ecological information (to improve management effectiveness),understanding of restoration ,,,,ii) Invasive alien species (plants),weed control,i) Habitat protection through formal reservation,proposed DEC reserve,iii) Training (specify),,,,,,,,,,,,,,,,,,,,
,,,river channel (inside BF368),,,,,,Surface water,,,,,,,,,,,,,,,,,,,,,Good ,Good ,,Increasing ,Quantitative unpublished data and expert opinion,,Dams (specify user):,"Sepentine Dam, Perth Water supply reduces summer flow",as for past pressures,,assemblagesof mussels and native fish,,,,,,,,xv) Incentives – Monetary,catchment management,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pollution (agriculture),,Climate change (long-term reduced rainfall),,,,,,,,,,ii) Habitat protection through other statutory mechanisms,nomination for inclusion in Peel/Harvey Ramsar site,,,,,,,,,,,,,,,,,,,,,
,,,fringing vegetation - Serpentine river outside BF368,,,,,,Surface water,,,,,,,,,,,,,,,,,,,,,Fair ,Fair ,Quantitative unpublished data and expert opinion,Decreasing,Expert opinion,,Livestock farming,,as for past pressures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAS plants (weeds),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,fringing vegetation - intact riparian vegetation within BF368,,,,"palusplain, palusplain",,Surface water,,,,,,,,,,,,,,,,,,,,,Excellent ,Good ,Quantitative unpublished data and expert opinion,Increasing ,Quantitative unpublished data and expert opinion,,IAS plants (weeds),,Recreational activities,increased visitor use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,floodplain (outside BF),,,,,,Surface water,,,,,,,,,,,,,,,,,,,,,Fair ,Good ,,Decreasing,Expert opinion,,Livestock farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEC/PEC (NON EPBC) and Bush Forever Wetlands ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,,,"Anstey/Keane Dampland and Adjacent Bushland, Bush Forever Site 342 ",dampland,"115.940706333, -32.1380595745","Bush Forever Site 342 , UFI 7384, 7442, 7482, 14165, 14167, 14876, 14893, 15183, 15427",,,,,TEC/PEC (WA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bush Forever Site 342, Jandakot Regional Park; Endangered Shrublands on dry clay flats SCP10a (adjacent)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Stakehill,"Anstey Swamp, Karnup",Anstey Swamp,"115.77914619, -32.4120987699",6414,,Basin,,Lacustrine,Sumpland,7,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Anstey Q Sumpland,Anstey Q Sumpland,"115.761889734, -32.3772659988",6469,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.76036642, -32.3794646774",6477,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.759570509, -32.3773763207",6470,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.759626691, -32.3760302354",6466,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.756184694, -32.3767863366",6272,,Basin,,Palustrine,Dampland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.757177498, -32.3802083211",6481,,Basin,,Palustrine,Dampland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.760921393, -32.380548556",6482,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.757520857, -32.3806757758",6483,,Basin,,Palustrine,Dampland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.759178613, -32.3740076756",6246,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.762222066, -32.3790385783",6475,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.763029371, -32.3811067976",6485,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Becher,BFS 356 Becher Point,Point Becher Wetland,"115.763189753, -32.3817876004",6486,,Basin,,Palustrine,Sumpland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Cooloongup,BFS 356 Lake Walyungup,Lake Walyungup,"115.772054042, -32.352167968",6395,,Basin,,Palustrine,Dampland,4,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Coogee,"Brownman Swamp, Mt Brown Lake Bush Forever Site",Lake Mount Brown,"115.790370217, -32.1728620485",6374,,Basin,,Lacustrine,Sumpland,7,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Coogee,"Brownman Swamp, Mt Brown Lake Bush Forever Site",Little Henderson North,"115.781510397, -32.1542856864",6371,,Basin,,Palustrine,Sumpland,5,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Coogee,"Brownman Swamp, Mt Brown Lake Bush Forever Site",Brownman Swamp,"115.785866325, -32.159936991",6372,,Basin,,Lacustrine,Sumpland,6,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Coogee,"Brownman Swamp, Mt Brown Lake Bush Forever Site",Little Henderson South,"115.782301108, -32.1637051431",6378,,Basin,,Palustrine,Sumpland,6,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Coogee,"Brownman Swamp, Mt Brown Lake Bush Forever Site",Anderson Road Swamp,"115.787086302, -32.1512012196",15356,,Basin,,Lacustrine,Sumpland,5,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Byford to Serpentine Rail/Road Reserves Wetlands,Mundijong Road,"115.993229037, -32.2689893172",15462,,Flat,,Floodplain,Palusplain,9,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Byford to Serpentine Rail/Road Reserves Wetlands,Mundijong Road,"115.993726238, -32.268965046",15463,,Flat,,Floodplain,Palusplain,9,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Bennett Brook,Byford to Serpentine Rail/Road Reserves Wetlands,unknown,"115.976712353, -32.366906429",15205,,Basin,,Palustrine,Sumpland,8,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Byford to Serpentine Rail/Road Reserves Wetlands,unknown,"115.988323414, -32.2784799289",15446,,Flat,,Floodplain,Palusplain,8,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Byford to Serpentine Rail/Road Reserves Wetlands,Byford Rail Reserve,"116.005690355, -32.2291084575",14506,,Flat,,Floodplain,Palusplain,8,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Byford to Serpentine Rail/Road Reserves Wetlands,Brickwood Bushland,"116.006553535, -32.2279498099",14539,,Flat,,Floodplain,Palusplain,9,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Byford to Serpentine Rail/Road Reserves Wetlands,unknown,"115.989028321, -32.2830693819",14969,,Flat,,Floodplain,Palusplain,7,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Byford to Serpentine Rail/Road Reserves Wetlands,unknown,"115.976808385, -32.3492186629",14987,,Flat,,Floodplain,Palusplain,8,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Goegrup,Byford to Serpentine Rail/Road Reserves Wetlands,unknown,"115.976808385, -32.3492186629",14987,,Flat,,Floodplain,Palusplain,8,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Bennett Brook,Byford to Serpentine Rail/Road Reserves Wetlands,unknown,"115.974236995, -32.3674557539",15001,,Basin,,Palustrine,Dampland,9,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Swan River,Canning and Southern Rivers Bush Forever Site,Canning River Floodplain,"116.016872885, -32.0941319769",15690,,Flat,,Floodplain,Palusplain,6,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Keysbrook,Cardup Nature Reserve,Cardup Nature Reserve,"115.986628749, -32.2432525991",14504,,Flat,,Floodplain,Palusplain,9,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Stakehill,"Churcher Swamp, Bush Forever Site",Churcher Swamp,"115.803418195, -32.382506831",6415,,Basin,,Lacustrine,Sumpland,5,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Mungala,Greater Brixton Street Wetlands Bush Forever,Brook/Holden Roads,"115.994405857, -32.0098862966",15816,,Flat,,Floodplain,Palusplain,6,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Gnangara,Hawkins Road Bushland Wetlands,Damian Road,"115.866974253, -31.7523369201",8122,,Basin,,Palustrine,Dampland,5,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Goegrup,Lowlands Bushland Wetlands (Western) BFS,unknown,"115.862732934, -32.3497653891",15243,,Flat,,Floodplain,Palusplain,7,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Goegrup,Lowlands Bushland Wetlands (Western) Hymus Swamp,Hymus Swamp,"115.864158003, -32.349640248",13133,,Basin,,Palustrine,Dampland,6,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWA02,SWAN,Yanchep,Neerabup NP (Nowergup Lake) Bush Forever,Nowergup Lake,"115.731829007, -31.6338328553",8021,,Basin,,Lacustrine,Lake,7,,,,,,,,,,,,,,,,,,,,,,,Conservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
